,GEOID,HW_ER_Visits_SC_z4,HW_Urgent_Care_Visits_SC_z4,SCR_Wellness_z4,OS_Emotion_z4,InMarket_LTC_Ins_z4,Ins_ADaD_z4,Ins_Dental_z4,Ins_Homeowners_z4,Ins_Life_z4,Ins_Renters_z4,Ins_Supplemental_z4,Ins_Vision_z4,RegB_Ins_Auto_IM_z4,RegB_Ins_Health_IM_z4,RegB_Ins_Life_IM_z4,HW_Primary_Care_Doctor_SC_z4,RegB_Ins_Employer_AH_z4,RegB_Ins_Market_AH_z4,RegB_Ins_Medicare_AH_z4,HW_Primary_Care_Visits_SC_z4,Spendex_PERS_INS_v2_z4,HW_Med_Spec_Visits_SC_z4,HW_Med_Utilization_z4,HW_Sleep_v3_z4,HW_Stress_v2_z4,LT_Exercise_z4,HW_Telemedicine_SC_z4,OS_Innovator_z4,OS_Laggard_z4,YouTube_Creator_z4,Twitch_Viewer_z4,Smartphone_Android_z4,Smartphone_Iphone_z4,Smartphone_None_z4,IoT_FinTech_Digital_z4,RegB_FinTech_Digital_z4,LT_High_Tech_Leader_v2_z4,Age_z4,OS_RiskTaking_Fin_z4,HW_Job_Satis_z4,OS_EPFI_z4,OS_Fin_Planning_z4,OS_Fin_IMPControl_z4,OS_Fin_IMP_z4,OS_Fin_Motivation_z4,OS_Fin_Organization_z4,Spendex_Plus_v2_z4,InvestorIQ_Plus_v4_z4,Invest_Active_z4,Invest_Real_Estate_z4,IncomeIQ_Plus_v3_z4,WealthIQ_Plus_v4_z4,Investments_z4,AIQ_Employment_z4,Job_Seeker_z4,Job_Seeker_Active_z4,Focus_Score,AIQ_ATP_v2_z4,GC_BRUTIL,Education_Coll_v2_z4,Education_Grad_v2_z4,Education_HS_v2_z4,Education_LTHS_v2_z4,InMarket_Aldi_z4,DistanceIQ_Aldi,InMarket_BiLo_WinnDixie_z4,DistanceIQ_Costco,InMarket_Costco_z4,InMarket_H_E_B_z4,InMarket_Kroger_z4,DistanceIQ_Kroger,InMarket_Meijer_z4,InMarket_Publix_z4,DistanceIQ_Publix,InMarket_Safeway_z4,DistanceIQ_Safeway,InMarket_SamsClub_z4,DistanceIQ_Sams,InMarket_Sprouts_z4,DistanceIQ_Sprouts,InMarket_TraderJoes_z4,DistanceIQ_TraderJoe,InMarket_Whole_Foods_z4,LT_Food_Delivery_Service_v2_z4,Grocery_Farmers_Mkt_z4,Grocery_Organic_z4,Grocery_Trips_z4,HW_BMI_z4,HW_Diet_z4,Diet_CageFree_Eggs_z4,Diet_Fake_Meat_Alt_z4,Diet_FreeRange_Chicken_z4,Diet_GrassFed_Beef_z4,Diet_Vegetarian_z4,HW_Junk_Diet_z4,Home_Age_z4,HomeValueIQ_z4,HomeValueIQ_Equity_z4,Homeowner_Pct_z4,Affordability_Index_scf_z4,Affordability_Index_z4,Premover_v2_z4,HS_Assimilation_z4,HS_Bilingual_z4,HS_First_Generation_z4,HS_Primary_Lang_Spanish_z4,HS_Second_Generation_z4,NumberOfAdults_z4,NumberOfChildren_z4,PersonsatResidence_z4,Cohabitate_z4,LT_Grand_Parent_z4,LT_Dog_Owner_v3_z4,LT_Cat_Owner_v3_z4,LT_Pet_Owner_v3_z4,LT_Other_Pet_Owner_v3_z4,HS_Generations_in_Home_z4,LT_Single_Parent_v2_z4,OS_RiskTaking_Health_z4,HW_Alcohol_v2_z4,HW_Smoking_Cigars_SC_z4,HW_Smoking_Hookah_SC_z4,HW_Smoking_z4,Auto_Age_z4,Auto_Avg_Mileage_z4,Number_of_Autos_z4
0,13001950100,4.664224275246894,4.116279069767442,52.514813634915576,4.198152277795476,1.339598598279707,4.1414463204842304,3.44663905702453,2.1420834660719974,3.9369225868110864,1.437081873208028,3.4135074864606563,3.8983752787511947,4.8072634597005415,4.143994902835298,4.5275565466709145,3.3829244982478497,3.408410321758522,4.327811404906021,3.1248805352022937,3.496973558458108,292.99522140809177,3.2599553998088564,18.08219178082192,3.8276521185090795,4.321758521822236,4.100669002867155,3.986619942656897,5.265052564510991,3.4208346607199744,4.61325262822555,3.7378145906339597,71.36890729531699,35.161197833705,17.811404906021025,4.365084421790379,4.701815864925136,4.854730805989169,48.38831504196256,5.027715833067856,4.26409684612934,3.5396623128384834,2.7951576935329725,4.028671551449507,5.078368907295317,4.614845492194966,3.425931825422109,12984.807263459701,58.31120731120731,0.5240522459381969,0.5747053201656579,87.27747690347245,175.6992625841616,16.261866836572157,4.516725071678879,44.39216310927047,38.04491876393756,36.85063137445362,45.924768887472105,39.99866440019427,6.7094616119783375,1.5877668047148774,79.81140490602102,11.89041095890411,3.609111181905065,97.01797685834502,6.411914622491239,112.85259116409539,3.991398534565148,4.98693851545078,4.41287034087289,38.14178120617111,5.621216948072634,5.558776680471488,61.58010869565217,3.905065307422746,521.6463148667602,4.629818413507486,58.192201963534366,4.056705957311245,121.57105890603084,3.6906658171392164,118.29250350631135,4.44568333864288,4.616438356164384,4.2911755336094295,4.019432940426888,3.9767441860465116,3.1175533609429755,4.145906339598598,4.047467346288627,3.5364765848996496,3.478177763618987,4.337687161516406,3.477222045237337,4.697037273016885,27.764912280701754,333.2269345238095,159.03091247672253,81.17489646384199,166.0,162.07263459700542,2.9617712647339918,1.06084740363173,1.0882446639057024,1.0637145587766805,1.0888818094934694,1.100669002867155,154.17543859649123,121.44303797468355,3.3856540084388187,52.36158012105766,2.884995221408092,4.130614845492195,5.064351704364447,4.642242752468939,3.5536795157693533,0.0404587448231921,3.9139853456514815,4.3122013380057345,4.12073908888181,5.206435170436444,4.648295635552723,4.863332271424021,2.905065307422746,4.540936604014017,1.3577572475310609
1,13001950400,4.590174966352625,4.02557200538358,50.71130551816958,4.476446837146702,1.436742934051144,3.886944818304172,3.195827725437416,2.154104979811575,3.643337819650067,1.7281292059219382,3.8963660834454914,3.56393001345895,4.468371467025572,4.135935397039031,4.458277254374159,3.880888290713324,3.5497981157469716,3.762449528936743,3.3687752355316287,3.989905787348587,259.17631224764466,3.693135935397039,21.429340511440106,4.120457604306864,4.080080753701211,3.5336473755047106,3.636608344549125,4.753028263795424,4.1467025572005385,4.28600269179004,3.2106325706594885,65.07402422611037,24.660834454912518,29.4650067294751,3.7362045760430687,4.281965006729475,4.364064602960969,52.33219877467665,4.504037685060565,4.3983849259757735,3.4885598923283982,2.8398384925975773,4.554508748317631,4.615746971736205,3.965006729475101,4.015477792732167,12062.012786002691,51.82098765432099,0.5134589502018843,0.8963660834454913,74.8485868102288,174.86584531143052,17.98586810228802,4.042395693135935,33.4656796769852,25.66150740242261,43.790507968127486,43.266666666666666,36.27634462151394,3.382234185733513,0.9932705248990579,71.48452220726783,24.141318977119784,3.178331090174966,97.80115952732643,6.553835800807537,107.52146971935008,3.8142664872139975,4.932705248990579,3.9448183041722746,33.0,5.157469717362046,5.5309555854643335,56.25091580502216,3.875504710632571,524.4868906942393,4.713324360699866,51.82781388478582,3.458277254374159,126.52474150664698,3.547779273216689,111.72669867060563,3.9414535666218034,4.098923283983849,4.004710632570659,3.667563930013459,3.623822341857335,3.4737550471063257,3.9670255720053835,3.9414535666218034,3.6271870794078063,3.4185733512786003,4.512113055181696,3.363391655450875,4.479138627187079,33.69549150036955,317.80703259005145,168.75557461406518,73.3849259757739,166.0,162.92462987886944,2.940780619111709,1.0895020188425302,1.1816958277254375,1.1265141318977119,1.1467025572005383,1.1271870794078063,162.01682368775235,125.01594896331738,3.4625199362041466,39.177658142664875,3.5047106325706596,4.2005383580080755,4.912516823687753,4.5020188425302825,3.39300134589502,0.07133243606998654,3.7301480484522207,4.090847913862719,3.5403768506056528,4.649394347240915,4.329744279946164,4.59421265141319,3.0370121130551815,4.077388963660835,1.4347240915208614
2,13001950500,4.432776253429783,4.56273384884011,46.71888251434273,4.2007982040409075,1.3093040658518333,4.091793464704415,3.8306310800698427,2.5622349713145423,3.638313793963582,1.331504115739586,3.5589922673983536,3.952856073833874,4.824893988525817,4.611374407582939,4.675979047143926,4.005487652781242,3.3716637565477674,4.337490646046396,3.5328011973060613,3.752057869792966,271.19057121476675,3.72162634073335,21.764030930406584,3.46395609877775,4.478423547019207,3.766774756797206,3.973559491144924,4.812920927912198,3.8251434272886007,4.452481915689698,3.376153654277875,71.92466949363931,21.099526066350712,17.56273384884011,3.993265153404839,3.9164380144674484,4.195809428785234,48.682723833543506,4.068346221002744,3.7740084809179346,3.449738089299077,2.8820154652032928,4.224494886505363,5.011474183088052,4.212022948366176,3.852082813669244,12685.306560239462,64.81326243353143,0.3754053379895236,0.7345971563981043,75.9463706660015,193.9912038200553,16.48740334247942,4.3280119730606135,27.186081317036667,23.005737091544027,47.274178359837855,48.403294235088595,37.16475522294979,25.25043651783487,1.67423297580444,60.63307557994512,12.446744824145672,3.4589673235220753,91.23124165554071,6.496882015465204,116.01144993324432,4.10950361686206,5.097031678722874,4.192067847343477,42.030504672897194,5.124968820154652,5.109254178099277,61.77309746328438,3.9588426041406835,522.1768411214954,5.248191568969818,64.98609078771696,3.9792965826889497,120.01006141522029,3.0234472437016713,123.31819759679573,4.025692192566725,4.341731105013719,3.8989773010725868,3.376901970566226,4.260663507109005,3.35046146171115,3.593664255425293,3.87852332252432,3.636318283861312,4.025193315041157,4.990770765777002,3.6699925168371164,4.991020204539786,26.39962325080732,303.1656355455568,158.9021372328459,84.50112247443252,166.0,163.2838613120479,3.5754552257420804,1.0868046894487404,1.1015215764529809,1.0603641805936643,1.1085058618109254,1.132451983038164,157.27451959071624,116.38771094764171,2.9926438771094763,47.516338238962334,3.1234721875779496,4.8810177101521575,5.510850586181093,5.270641057620354,4.234222998253928,0.052132701421800945,3.8074332751309554,4.24494886505363,3.5041157395859317,4.948366176103766,4.172362185083562,5.108505861810926,2.829633325018708,4.308306310800698,1.5924170616113744
3,13003960100,5.043165467625899,4.343525179856115,25.91906474820144,3.381294964028777,1.3201438848920863,3.368705035971223,2.764388489208633,1.8435251798561152,3.08273381294964,1.830935251798561,3.676258992805755,3.097122302158273,4.2086330935251794,4.89748201438849,5.106115107913669,3.8399280575539567,2.7571942446043165,3.9424460431654675,3.6133093525179856,3.800359712230216,221.99820143884892,3.670863309352518,17.334532374100718,4.001798561151079,4.51978417266187,3.1043165467625897,3.7535971223021583,4.294964028776978,4.39748201438849,3.935251798561151,2.6007194244604315,61.59172661870504,7.460431654676259,20.028776978417266,3.314748201438849,4.055755395683454,3.8453237410071943,52.55904059040591,4.642086330935252,3.9820143884892087,3.2823741007194243,2.9892086330935252,4.640287769784172,4.625899280575539,3.758992805755396,4.654676258992806,12346.258992805755,36.24,0.36510791366906475,0.7805755395683454,47.34892086330935,136.05050505050505,16.994604316546763,3.6115107913669067,17.56654676258993,10.329136690647482,31.39169491525424,30.204339963833636,39.77305084745763,16.300359712230215,3.893884892086331,61.638489208633096,18.163669064748202,4.190647482014389,85.79974591651542,6.525179856115108,95.92446460980035,3.471223021582734,6.410071942446043,3.9154676258992804,41.71934664246824,4.721223021582734,5.654676258992806,30.797350272232304,3.884892086330935,563.6452087114337,4.451438848920863,42.974537205081674,3.803956834532374,156.8335390199637,2.7176258992805757,95.65484573502722,3.4928057553956835,3.7571942446043165,3.676258992805755,3.2985611510791366,3.1258992805755397,4.636690647482014,3.838129496402878,3.4190647482014387,4.318345323741007,3.75,3.7068345323741005,3.4964028776978417,4.327338129496403,50.869791666666664,212.42359249329758,141.78552278820376,65.06115107913669,158.0,157.96043165467626,3.3615107913669067,1.4388489208633093,1.841726618705036,1.9370503597122302,2.285971223021583,1.9532374100719425,168.65342960288808,133.65587044534414,3.3927125506072873,28.526978417266186,3.487410071942446,4.06294964028777,4.928057553956834,4.343525179856115,3.9928057553956835,0.40467625899280574,4.7715827338129495,4.336330935251799,3.0629496402877696,4.363309352517986,4.379496402877698,3.762589928057554,3.2751798561151078,3.514388489208633,1.3758992805755397
4,13003960200,4.647325475974615,4.630099728014506,36.57207615593835,2.7905711695376247,1.3291024478694469,3.110607434270172,2.785131459655485,1.8794197642792385,2.9601087941976427,1.6373526745240254,3.7597461468721667,2.7951042611060744,4.28105167724388,4.751586582048957,4.980054397098821,3.8404351767905713,2.4850407978241162,3.766999093381686,3.471441523118767,3.7080689029918403,199.0634632819583,3.4106980961015414,10.29102447869447,3.6527651858567545,4.6980961015412515,3.0815956482320943,3.9057116953762465,4.397098821396193,4.401631912964642,3.8186763372620125,2.771532184950136,67.7561196736174,5.037171350861287,20.15593834995467,3.2964641885766093,4.164097914777878,3.885766092475068,52.528195488721806,4.28739800543971,4.065276518585676,3.0906618313689935,2.7216681776971896,4.5883952855847685,4.651858567543064,3.699002719854941,4.394378966455123,10702.368087035358,32.33294255568582,0.9138712601994561,0.771532184950136,47.497733454215776,144.1409869083585,18.26291931097008,3.542157751586582,15.745240253853128,11.776065276518585,35.875251601097894,34.118982742960945,38.14300091491309,14.383499546690842,2.817769718948323,57.26382592928377,25.531278331822303,3.5267452402538533,79.9535630099728,6.5621033544877605,98.63183136899366,3.474161378059837,6.634632819582955,4.541251133272892,32.6048141432457,4.492293744333636,4.961922030825023,37.67213961922031,3.600181323662738,563.8558658204896,4.985494106980961,43.310308250226655,3.8631006346328194,158.67305530371715,2.6518585675430644,99.35502266545784,3.613780598368087,3.71350861287398,3.3780598368087036,2.9474161378059835,3.0770625566636447,3.262919310970082,3.659111514052584,3.3073436083408887,3.8939256572982774,3.6282864913871262,4.009066183136899,3.274705349048051,5.412511332728921,50.29390243902439,233.56728232189974,152.44327176781002,67.87126019945603,158.0,163.49320036264731,3.4233907524932006,1.5367180417044424,2.0616500453309157,2.026291931097008,2.584768812330009,1.9528558476881233,171.99364791288565,118.12915129151291,3.245387453874539,28.99002719854941,3.4932003626473254,4.6264732547597465,5.209428830462375,4.687216681776972,4.194016319129647,0.46872166817769717,4.592021758839529,4.2447869446962825,2.700815956482321,4.446962828649139,4.371713508612874,4.402538531278331,3.247506799637353,3.9800543970988214,1.4560290117860382
5,13003960300,5.439890710382514,4.598360655737705,36.39890710382514,2.7814207650273226,1.289617486338798,3.3114754098360657,2.7759562841530054,1.7540983606557377,3.379781420765027,1.8770491803278688,3.8743169398907105,2.8224043715846996,4.524590163934426,4.972677595628415,5.076502732240437,3.7704918032786887,2.6557377049180326,3.9344262295081966,3.3825136612021858,3.7240437158469946,196.3087431693989,3.2704918032786887,19.07103825136612,3.819672131147541,4.8224043715847,2.9836065573770494,3.849726775956284,4.494535519125683,4.352459016393443,4.240437158469946,2.6530054644808745,61.795081967213115,8.289617486338798,17.57103825136612,3.199453551912568,4.008196721311475,4.046448087431694,50.75,4.404371584699454,4.16120218579235,3.191256830601093,2.8688524590163933,4.724043715846994,4.879781420765028,3.76775956284153,4.633879781420765,9800.131147540984,31.355,0.3633879781420765,1.030054644808743,54.314207650273225,143.08666666666667,15.620218579234972,3.5846994535519126,14.833333333333334,11.745901639344263,33.3,34.577586206896555,38.50821428571429,6.532786885245901,2.185792349726776,74.96174863387978,16.31967213114754,3.221311475409836,77.78858725761773,6.756830601092896,95.35437673130194,3.7841530054644807,6.2076502732240435,4.691256830601093,24.258171745152357,4.505464480874317,5.527322404371585,43.573795013850415,4.03551912568306,561.2999168975069,4.909836065573771,47.7584487534626,3.762295081967213,157.80182825484763,2.9945355191256833,101.08925207756234,3.789617486338798,3.8360655737704916,3.431693989071038,2.8934426229508197,3.051912568306011,2.959016393442623,3.579234972677596,3.459016393442623,3.73224043715847,3.8961748633879782,4.183060109289618,3.3633879781420766,5.6256830601092895,49.96958174904943,237.71764705882353,143.91372549019607,66.93442622950819,158.85245901639345,158.93715846994536,3.6530054644808745,1.2595628415300546,1.3961748633879782,1.278688524590164,1.5519125683060109,1.2459016393442623,178.71153846153845,120.31016042780749,3.3850267379679146,26.83606557377049,3.3688524590163933,4.368852459016393,5.612021857923497,4.882513661202186,4.095628415300546,0.15027322404371585,4.35792349726776,3.866120218579235,2.669398907103825,4.527322404371585,4.133879781420765,4.800546448087432,3.2568306010928962,4.2650273224043715,1.459016393442623
6,13005970100,5.275811209439528,4.654867256637168,30.874631268436577,3.765486725663717,1.4734513274336283,4.050147492625369,3.0442477876106193,2.237463126843658,4.04424778761062,1.5781710914454277,4.091445427728614,3.4911504424778763,4.084070796460177,5.116519174041298,4.458702064896755,4.070796460176991,2.84070796460177,3.718289085545723,3.8200589970501473,4.176991150442478,256.3023598820059,3.3480825958702063,25.331858407079647,3.831858407079646,4.62094395280236,2.9749262536873156,3.3628318584070795,4.597345132743363,4.3628318584070795,4.157817109144543,2.9690265486725664,51.700589970501476,10.547197640117995,22.876106194690266,3.321533923303835,3.3864306784660765,3.9233038348082596,52.06917293233083,3.5398230088495577,4.087020648967552,3.2595870206489677,2.7890855457227137,4.7463126843657815,4.532448377581121,4.064896755162242,4.56047197640118,13245.017699115044,71.85438335809806,0.8908554572271387,2.504424778761062,62.203539823008846,222.72633136094674,25.738938053097346,3.533923303834808,12.502949852507374,6.051622418879056,41.406076696165194,42.88053097345133,36.718156342182894,8.97197640117994,2.3436578171091447,72.48525073746313,16.207964601769913,2.504424778761062,93.53702823179792,6.696165191740413,100.43487369985141,3.8244837758112094,5.281710914454277,4.140117994100295,23.808707280832095,4.794985250737463,4.575221238938053,59.19432392273403,5.050147492625369,538.6240713224369,5.656342182890856,55.753105497771166,2.8392330383480826,138.57463595839525,2.6430678466076696,105.33619613670133,3.116519174041298,3.631268436578171,3.1268436578171093,2.594395280235988,3.286135693215339,4.3023598820058995,3.010324483775811,3.4867256637168142,3.089970501474926,3.7551622418879056,5.206489675516224,3.1106194690265485,5.705014749262537,37.94368600682594,283.698752228164,182.36720142602496,78.06047197640117,166.0,162.40855457227138,3.275811209439528,1.0766961651917404,1.1165191740412979,1.0501474926253687,1.131268436578171,1.1253687315634218,195.67994100294985,122.10406091370558,3.446700507614213,30.32300884955752,3.4631268436578173,4.820058997050148,5.967551622418879,5.067846607669616,4.247787610619469,0.035398230088495575,3.849557522123894,3.46165191740413,3.056047197640118,4.476401179941003,3.696165191740413,4.619469026548672,3.5353982300884956,4.656342182890856,1.7433628318584071
7,13005970201,5.274305555555555,4.260416666666667,32.67621527777778,4.393229166666667,1.4817708333333333,3.7230902777777777,2.4913194444444446,1.9965277777777777,4.084201388888889,1.6927083333333333,4.200520833333333,3.5321180555555554,4.685763888888889,5.217013888888889,4.771701388888889,4.271701388888889,2.459201388888889,4.552083333333333,3.493923611111111,4.441840277777778,200.24305555555554,3.5824652777777777,17.631944444444443,4.189236111111111,4.592013888888889,2.4991319444444446,3.4288194444444446,4.423611111111111,4.644965277777778,3.8229166666666665,2.9652777777777777,67.11631944444444,6.0,19.24045138888889,2.814236111111111,3.6571180555555554,3.603298611111111,56.3215859030837,4.026041666666667,4.044270833333333,3.2352430555555554,2.6102430555555554,4.642361111111111,4.217881944444445,3.2552083333333335,4.598090277777778,10658.415798611111,53.68539325842696,0.7821180555555556,1.0,50.692708333333336,179.31688055281342,23.880208333333332,3.357638888888889,17.414930555555557,6.746527777777778,38.294024024024026,37.4622067767159,36.91121121121122,13.483506944444445,2.8854166666666665,70.16319444444444,13.47829861111111,2.6744791666666665,93.34392824287029,6.6875,102.35514259429623,3.587673611111111,5.159722222222222,4.415798611111111,25.2524379024839,4.521701388888889,4.309895833333333,58.04014719411224,3.9184027777777777,541.3599172033119,5.185763888888889,58.77071757129715,2.4210069444444446,139.83421343146276,2.5399305555555554,107.48689972401104,3.232638888888889,3.3828125,2.9053819444444446,2.6519097222222223,2.6284722222222223,4.005208333333333,3.474826388888889,3.3697916666666665,3.5381944444444446,3.611111111111111,4.199652777777778,3.2881944444444446,5.087673611111111,46.629878869448184,258.8110599078341,154.46774193548387,67.53472222222223,166.0,163.68923611111111,3.4739583333333335,1.0477430555555556,1.0703125,1.0442708333333333,1.0868055555555556,1.1006944444444444,188.28695652173914,144.40902474526928,3.7219796215429404,23.572916666666668,3.6753472222222223,3.9574652777777777,5.049479166666667,4.347222222222222,4.040798611111111,0.03211805555555555,4.349826388888889,3.9322916666666665,2.6805555555555554,4.371527777777778,3.900173611111111,4.433159722222222,3.8151041666666665,3.2743055555555554,1.4713541666666667
8,13005970202,5.400247831474597,4.448574969021066,29.203221809169765,4.074349442379182,1.4485749690210656,3.7026022304832713,2.477075588599752,2.171003717472119,3.6902106567534076,1.3717472118959109,4.244114002478315,3.251548946716233,4.4907063197026025,5.14002478314746,4.718711276332094,4.211895910780669,2.2441140024783146,4.622057001239157,3.687732342007435,4.359355638166047,195.1078066914498,3.3333333333333335,19.366790582403965,3.998760842627014,4.686493184634449,2.5724907063197024,3.3172242874845104,4.496902106567534,4.604708798017348,3.9231722428748452,3.1821561338289963,63.998760842627014,4.291201982651796,21.71003717472119,2.6394052044609664,3.1796778190830235,3.641883519206939,55.77215189873418,4.118959107806692,3.9553903345724906,3.0731102850061958,2.5390334572490705,4.530359355638166,4.47459727385378,3.0731102850061958,4.605947955390334,10474.649318463446,41.906600249066,0.8029739776951673,1.278810408921933,50.02230483271376,177.40745341614908,25.04089219330855,3.32094175960347,16.35563816604709,6.117719950433705,36.67169014084507,36.63073110285006,36.276492957746484,7.724907063197026,1.9776951672862453,73.06567534076828,17.23915737298637,2.4584882280049567,92.81773824650571,6.781908302354399,102.2584243964422,3.5712515489467163,5.376703841387856,4.910780669144981,25.23285895806861,4.456009913258984,5.203221809169764,57.55227445997458,4.503097893432466,541.7791359593392,5.465923172242875,58.78091486658196,2.6394052044609664,140.19864040660738,2.3643122676579926,107.38494282083862,3.047087980173482,3.23543990086741,2.837670384138786,2.4609665427509295,2.5291201982651796,4.107806691449814,3.154894671623296,3.296158612143742,3.1995043370508056,3.436183395291202,4.370508054522924,3.092936802973978,6.022304832713755,43.16640253565769,250.40167364016736,152.41701534170153,77.00743494423791,166.0,163.7459727385378,3.483271375464684,1.0644361833952911,1.1090458488228006,1.0644361833952911,1.1499380421313508,1.1697645600991327,200.23915737298637,135.61359570661895,3.6851520572450807,23.557620817843866,3.7026022304832713,4.410161090458488,5.7422552664188355,4.804213135068154,4.292441140024783,0.057001239157372985,4.24907063197026,3.858736059479554,2.365551425030979,4.495662949194548,3.899628252788104,4.817843866171004,3.964064436183395,3.324659231722429,1.500619578686493
9,13007960100,5.563501849568434,3.8076448828606657,28.606658446362516,4.469790382244143,1.123304562268804,2.3119605425400738,1.9926017262638718,1.8853267570900123,2.4734895191122073,1.501849568434032,4.741060419235512,2.405672009864365,4.561035758323058,4.916152897657214,4.998766954377312,4.438964241676942,3.462392108508015,4.331689272503082,2.969173859432799,4.485819975339088,166.42046855733662,4.115906288532676,10.115906288532676,4.2577065351418,3.871763255240444,1.8545006165228113,2.9728729963008633,3.1960542540073984,5.658446362515413,3.120838471023428,2.6448828606658448,82.27127003699137,4.159062885326757,13.252774352651048,2.744759556103576,4.726263871763255,3.008631319358816,61.80869565217391,3.665844636251541,4.392108508014797,3.3933415536374847,2.563501849568434,5.07521578298397,4.3279901356350186,3.1220715166461157,4.765721331689273,9537.512946979039,17.762662807525327,0.0998766954377312,0.34895191122071517,29.157829839704068,78.59096945551128,8.511713933415537,2.3982737361282367,16.55363748458693,9.311960542540074,35.811048034934494,19.579531442663377,38.79303493449781,12.239210850801479,1.0715166461159062,35.034525277435264,51.65721331689272,4.273736128236745,89.91540084388186,6.294697903822441,60.66399437412095,3.8495684340320593,3.9210850801479653,2.277435265104809,52.620689170182835,3.8298397040690504,5.625154130702836,22.964416315049224,2.850801479654747,610.5590154711674,4.477188655980271,23.15059071729958,2.0172626387176327,144.56966244725737,2.727496917385943,57.45728551336146,2.3008631319358814,2.966707768187423,2.283600493218249,2.917385943279901,3.0443896424167693,4.454993834771886,3.929716399506782,2.906288532675709,4.045622688039457,3.184956843403206,2.722564734895191,3.6954377311960545,3.9938347718865597,45.45022288261516,146.38088012139605,71.28072837632777,77.96300863131935,171.8964241676942,151.12083847102343,2.438964241676942,1.0135635018495683,1.0517879161528976,1.0369913686806411,1.0554870530209617,1.0456226880394575,137.40443896424168,113.16742081447964,3.067873303167421,11.551171393341553,4.79284833538841,4.129469790382244,3.2737361282367448,3.4734895191122073,2.504315659679408,0.018495684340320593,4.848335388409371,3.3366214549938347,2.313193588162762,3.342786683107275,4.448828606658446,3.7903822441430335,3.615289765721332,2.469790382244143,1.1035758323057954
